菜品名称,有效匹配食材数,总重量(g),参与计算的成分明细,能量(kJ),蛋白质(g),脂肪(g),碳水化合物(g),膳食纤维(g),维生素C(mg),钙(mg),钠(mg)
紫薯小麻团,3,22.0,糯米[江米](均值):10.0g | 芝麻籽(白):10.0g | 牛奶(草莓味，卡夫牌):2.0g,377.64,2.62,4.12,11.19,0.0,0.0,66.16,3.94
子姜紫苏炒牛肉,9,644.0,牛肉(肥瘦)(均值):300.0g | 姜(子姜，鲜)[嫩姜]:100.0g | 大蒜[蒜头](鲜):2.0g | 彩椒:200.0g | 油面筋:15.0g | 生抽:10.0g | 料酒:10.0g | 玉米淀粉:5.0g | 盐水鸭(熟):2.0g,2319.33,68.03,17.91,33.42,6.6,210.14,105.23,969.85
北极虾炒青掓,8,80.0,虾虎:10.0g | 青豆[青大豆](干):10.0g | 大葱:10.0g | 姜[黄姜](鲜):10.0g | 大蒜[蒜头](鲜):10.0g | 盐水鸭(熟):10.0g | 烧饼(加糖):10.0g | 藕粉:10.0g,702.7,7.84,4.7,24.31,0.0,2.8,38.6,180.85
若竹抹茶粉,7,560.0,蛋黄（鸡蛋黄）:100.0g | 牛奶(草莓味，卡夫牌):100.0g | 藕粉:10.0g | 糖（白砂糖）:40.0g | 鸡蛋白:100.0g | 乳品（奶油）:200.0g | 全脂加糖奶粉:10.0g,10221.0,33.17,227.64,72.6,0.0,0.0,285.3,744.92
避风塘紫苏琵琶虾,8,152.0,虾虎:100.0g | 奶片:40.0g | 绿鳍马面豚[面包鱼，橡皮鱼]:2.0g | 胡萝卜(红)[金笋，丁香萝卜]:2.0g | 洋葱[葱头](鲜):2.0g | 大蒜[蒜头](鲜):2.0g | 胡椒粉:2.0g | 盐水鸭(熟):2.0g,1215.9,17.94,10.37,31.05,0.0,2.56,132.82,243.25
菠萝炒鸭肉粒,8,74.0,火腿:10.0g | 菠萝[凤梨，地菠萝]:25.0g | 草莓[洋莓，凤阳草莓]:10.0g | 盐水鸭(熟):2.0g | 料酒:10.0g | 小麦粉(富强粉，特一粉):10.0g | 奶糖:5.0g | 水面筋:2.0g,469.95,3.81,3.75,15.95,0.0,9.2,13.42,179.14
酱油菜心,6,28.0,大蒜[蒜头](鲜):2.0g | 油饼:10.0g | 奶糖:10.0g | 油面筋:2.0g | 盐水鸭(熟):2.0g | 油饼:2.0g,452.38,2.16,4.44,14.95,0.0,0.14,12.08,123.08
红烧包头鱼,5,50.0,口头鱼:10.0g | 青蒜:10.0g | 料酒:10.0g | 胡椒粉:10.0g | 小麦粉(标准粉):10.0g,372.1,4.31,0.82,16.12,0.0,1.6,17.4,33.5
百里香豆浆,3,140.0,黄米:33.0g | 黄豆[大豆]:100.0g | 香肠:7.0g,2267.46,39.89,19.34,60.36,0.0,0.0,191.98,164.93
百合阿胶茶,5,62.5,白花桔梗:7.5g | 莴笋叶[莴苣叶]:7.5g | 百合(鲜):20.0g | 阿胶枣:20.0g | 荞麦:7.5g,564.15,1.94,0.25,31.34,0.0,7.28,16.38,104.12
红焖鲤鱼,5,49.0,鲤鱼[鲤拐子]:10.0g | 豆腐丝:2.0g | 生抽:2.0g | 榨菜:10.0g | 酒枣:25.0g,235.85,2.91,0.7,9.75,0.0,0.2,43.65,558.94
糖适量,2,502.0,雪糕(红豆缘):500.0g | 糖（冰糖）:2.0g,4578.76,13.5,24.0,207.99,8.5,0.0,0.46,223.05
白灼鸡尾虾,1,250.0,鸡尾酒:250.0g,552.5,0.0,0.0,32.5,0.0,0.0,10.0,40.0
白菜豆腐煮粉丝,6,57.0,豆腐丝:10.0g | 粉丝:10.0g | 大白菜(均值):2.0g | 枸杞菜[枸杞，地骨](鲜):15.0g | 豆汁(生):10.0g | 花豆(干，红):10.0g,402.72,5.1,1.38,16.14,0.0,9.32,34.5,10.51
鲍汁猪脚面,4,24.0,凉面:10.0g | 青豆[青大豆](干):10.0g | 高粱米:2.0g | 花豆(干，红):2.0g,295.84,4.52,1.86,9.62,0.0,0.0,21.4,16.93
宝塔花菜炒香肠,3,603.0,腊肠:200.0g | 韭菜:400.0g | 大蒜[蒜头](鲜):3.0g,5342.29,53.73,98.21,49.83,0.0,96.21,217.17,2872.99
娃娃菜叶,8,373.0,娃娃菜:1.0g | 水饺(海鳗猪肉馅):300.0g | 玉米淀粉:15.0g | 油炸豆瓣:1.0g | 细香葱[香葱，四季葱]:1.0g | 盐水鸭(熟):15.0g | 鸡精:25.0g | 油面筋:15.0g,4080.16,52.57,61.6,53.5,0.2,0.26,45.5,6992.88
新鲜柠檬蜂蜜水,2,60.0,柠檬:50.0g | 蜂蜜:10.0g,214.7,0.59,0.79,10.66,0.0,11.3,50.9,0.58
菠萝炒鸡片,12,149.0,鸡肉松:10.0g | 菠萝[凤梨，地菠萝]:25.0g | 彩椒:2.0g | 柠檬:25.0g | 洋葱[葱头](鲜):25.0g | 香菜[芫荽](鲜):2.0g | 烧饼(加糖):10.0g | 盐水鸭(熟):10.0g | 胡椒粉:10.0g | 小麦粉(标准粉):10.0g | 白葡萄酒:10.0g | 油（胡麻油):10.0g,1260.48,6.01,15.22,35.87,0.07,15.04,55.55,334.48
8寸奶酪蛋糕,8,692.0,奶酪(光明牌):178.0g | 黄油:53.0g | 牛奶(草莓味，卡夫牌):53.0g | 乳品（奶油）:35.0g | 玉米淀粉:35.0g | 牛奶(草莓味，卡夫牌):53.0g | 鸡蛋白(乌骨鸡):250.0g | 烧饼(加糖):35.0g,7541.43,60.94,140.64,77.0,0.0,0.0,944.88,3426.43
猪脚筋排骨焖香菇,10,100.0,猪耳:10.0g | 猪大排:10.0g | 香菇[香蕈，冬菇](鲜):10.0g | 油（橄榄油):10.0g | 油面筋:10.0g | 生抽:10.0g | 老抽:10.0g | 糖（白砂糖）:10.0g | 小麦粉(标准粉):10.0g | 大蒜[蒜头](鲜):10.0g,1205.0,9.49,15.89,27.23,0.0,0.8,17.8,1346.18
鹌鹑蛋加西兰花汤,6,983.0,鹌鹑:500.0g | 西兰花[绿菜花]:150.0g | 香菇[香蕈，冬菇](鲜):8.0g | 扇贝(干)[干贝]:25.0g | 火腿:50.0g | 樱桃番茄[小西红柿]:250.0g,3777.31,131.73,31.22,26.09,4.5,159.08,376.41,915.26
油炸鳕鱼,8,196.0,油（橄榄油):10.0g | 堤鱼:10.0g | 豆粕:10.0g | 大葱:2.0g | 香菜[芫荽](鲜):2.0g | 鸡蛋白(乌骨鸡):10.0g | 藕粉:150.0g | 小麦粉(标准粉):2.0g,3016.74,7.58,11.53,145.26,0.0,1.3,33.02,47.94
紫苏香芹剥皮牛,5,42.0,堤鱼:10.0g | 豆腐丝:2.0g | 油饼:10.0g | 盐水鸭(熟):10.0g | 料酒:10.0g,395.0,4.67,6.39,4.77,0.0,0.0,12.58,246.91
鸭肉火锅,17,1252.0,咸肉:500.0g | 小米:1.0g | 沙果:25.0g | 奶片:60.0g | 大葱:1.0g | 大蒜[蒜头](鲜):4.0g | 辣椒(红，尖，干):500.0g | 酸奶(调味):10.0g | 盐水鸭(熟):30.0g | 油饼:15.0g | 芝麻油[香油]:30.0g | 油（辣椒油):15.0g | 料酒:15.0g | 生抽:30.0g | 糖（白砂糖）:4.0g | 扁豆[月亮菜]:10.0g | 马铃薯[土豆，洋芋]:2.0g,17925.69,174.13,308.74,319.06,0.0,6.04,315.17,3624.0
昂刺鱼烧莴笋,11,112.0,油条:2.0g | 莴笋[莴苣](鲜):3.0g | 大葱:10.0g | 姜[黄姜](鲜):10.0g | 盐水鸭(熟):2.0g | 烧饼(加糖):2.0g | 老抽:10.0g | 料酒:10.0g | 花椒:3.0g | 大蒜[蒜头](鲜):10.0g | 辣椒(红，尖，干):50.0g,878.22,9.93,7.33,37.58,0.0,2.92,40.8,770.59
荸荠甜梨汤,4,40.0,荸荠[马蹄，地栗](鲜):10.0g | 甜菜根[甜菜头，糖萝卜](鲜):10.0g | 枸杞菜[枸杞，地骨](鲜):10.0g | 糖（冰糖）:10.0g,251.2,0.78,0.14,14.15,0.0,7.3,11.9,6.9
冻豆腐烧肉,4,502.0,猪肉(奶面)[硬五花]:200.0g | 胡萝卜(红)[金笋，丁香萝卜]:100.0g | 豆腐花[豆腐粉]:200.0g | 生抽:2.0g,6365.7,48.3,66.6,181.8,0.0,13.0,394.32,303.09
扒白菜卷,9,780.0,猪肉(肥瘦)(均值):150.0g | 大白菜(均值):500.0g | 猪油(炼):75.0g | 料酒:5.0g | 花椒:10.0g | 芝麻油[香油]:10.0g | 玉米淀粉:10.0g | 大葱:10.0g | 姜[黄姜](鲜):10.0g,6278.9,28.41,141.66,36.6,0.0,157.1,331.9,397.55
荸荠炒虾球,3,30.0,荸荠[马蹄，地栗](鲜):10.0g | 明月梨:10.0g | 青豆[青大豆](干):10.0g,215.6,3.6,1.64,6.29,0.0,1.3,20.6,1.89
炝油菜,1,10.0,油菜:10.0g,10.4,0.18,0.05,0.38,0.0,3.6,10.8,5.58
青柠皮,2,202.0,柠檬:200.0g | 烧饼(加糖):2.0g,339.22,2.36,2.44,13.65,0.0,44.0,203.02,3.45
青菜猪肉饺子,11,1530.0,猪肉(肥瘦)(均值):600.0g | 青豆[青大豆](干):800.0g | 蛋（鸡蛋，均值):50.0g | 藕粉:2.0g | 胡椒粉:2.0g | 油面筋:2.0g | 酱油(均值):2.0g | 大葱:10.0g | 油（菜籽油)[青油]:2.0g | 虾皮:50.0g | 崇明老白酒:10.0g,24031.62,378.22,358.08,309.57,0.0,1.7,2164.78,3082.82
荔浦芋扣肉,6,60.0,猪肉(肥瘦)(均值):10.0g | 豆腐丝:10.0g | 酒枣:10.0g | 五香粉:10.0g | 胡椒粉:10.0g | 大葱:10.0g,629.4,4.86,5.82,20.1,0.0,1.7,49.7,11.77
冰镇话梅腌苦瓜,5,23.0,苦瓜[凉瓜，癞瓜](鲜):1.0g | 西梅:5.0g | 盐水鸭(熟):2.0g | 糖（冰糖）:10.0g | 枸杞子:5.0g,265.93,1.07,0.6,13.76,0.08,3.03,6.19,44.21
半生汤,6,60.0,苦瓜[凉瓜，癞瓜](鲜):10.0g | 汤菜(鲜):10.0g | 扇贝(鲜):10.0g | 蛋清肠:10.0g | 姜[黄姜](鲜):10.0g | 玉米淀粉:10.0g,326.4,2.89,2.47,11.2,0.0,11.7,35.8,153.39
榨菜丁,6,75.0,榨菜:10.0g | 葫子:25.0g | 油饼:10.0g | 生抽:10.0g | 鸡精:10.0g | 芝麻油[香油]:10.0g,674.05,2.74,12.61,9.86,0.07,7.45,35.65,3007.83
冰粉水果杯,7,70.0,小麦粉(标准粉):10.0g | 草莓[洋莓，凤阳草莓]:10.0g | 红香蕉苹果:10.0g | 橙:10.0g | 水面筋:10.0g | 蜂蜜:10.0g | 乳品（酸奶，均值):10.0g,429.9,3.98,0.68,20.13,0.0,8.7,27.2,6.56
咸肉烧白菜,6,60.0,咸肉:10.0g | 大白菜(均值):10.0g | 生抽:10.0g | 老抽:10.0g | 烧饼(加糖):10.0g | 盐水鸭(熟):10.0g,488.1,5.53,6.47,9.25,0.0,3.1,16.4,1516.82
紫心莲蓉月饼,10,384.0,空锅饼:10.0g | 藕粉:115.0g | 豆浆:75.0g | 全脂加糖奶粉:5.0g | 水面筋:2.0g | 花生油:25.0g | 蛋清肠:2.0g | 红豆馅:10.0g | 豆沙:36.0g | 冬瓜:104.0g,3591.25,7.13,28.06,144.44,0.0,18.72,83.17,98.76
山楂泡酒,3,130.0,红果[山里红，大山楂]:10.0g | 崇明老白酒:100.0g | 糖（冰糖）:20.0g,1104.5,0.05,0.06,64.97,0.0,5.3,10.8,8.68
港式纸包蛋糕,8,800.0,小麦粉(标准粉):100.0g | 蛋黄（鸡蛋黄）:250.0g | 黄油:50.0g | 牛奶(草莓味，卡夫牌):60.0g | 糖（白砂糖）:60.0g | 茶汤:15.0g | 鸡蛋白:250.0g | 白醋:15.0g,8618.7,80.76,123.16,159.19,0.0,0.0,416.25,413.64
炖鹿茸,4,90.0,猪肾[猪腰子]:10.0g | 奶片:60.0g | 料酒:10.0g | 精盐:10.0g,1230.1,9.55,12.44,35.72,0.0,4.3,166.2,4079.34
冰镇脆爽苦瓜,3,21.0,苦瓜[凉瓜，癞瓜](鲜):1.0g | 冰淇淋:10.0g | 水面筋:10.0g,114.41,2.6,0.54,3.01,0.0,0.56,20.34,6.95
宝宝版蛋黄蛋糕,5,378.0,蛋黄（鸡蛋黄）:250.0g | 藕粉:70.0g | 藕粉:25.0g | 豆奶粉:30.0g | 柠檬:3.0g,5445.61,43.92,72.94,117.65,0.0,0.66,335.33,152.13
百香果凉拌青木瓜,8,592.0,白瓜:500.0g | 芝麻油[香油]:2.0g | 盐水鸭(熟):2.0g | 烧饼(加糖):10.0g | 荷兰豆:2.0g | 洋葱[葱头](鲜):1.0g | 胡萝卜(红)[金笋，丁香萝卜]:25.0g | 百里香(鲜):50.0g,712.05,5.94,2.78,30.32,0.0,83.65,153.74,78.69
小麦面粉,3,30.0,小麦粉(富强粉，特一粉):10.0g | 油饼:10.0g | 精盐:10.0g,317.3,1.82,2.4,11.76,0.0,0.0,9.5,3988.62
鸡肉烧香菇,12,135.0,香菇[香蕈，冬菇](鲜):10.0g | 鸡腿:10.0g | 青蒜:10.0g | 彩椒:10.0g | 油饼:10.0g | 生抽:10.0g | 老抽:25.0g | 香肠:10.0g | 奶糖:10.0g | 花椒:10.0g | 豆角:10.0g | 料酒:10.0g,954.9,9.04,9.39,28.86,0.33,13.9,91.65,2716.76
板栗沙茶鸭,9,1333.0,鸭翅:1000.0g | 栗子(鲜)[板栗]:250.0g | 酱鸭:30.0g | 姜[黄姜](鲜):2.0g | 大葱:2.0g | 老抽:30.0g | 茶树菇(干)[柱状田头菇、油茶菇]:15.0g | 小米:2.0g | 料酒:2.0g,8858.18,187.25,68.83,187.78,2.31,60.42,257.62,2945.04
冰糖烧鸭,10,100.0,猪肉(腿):10.0g | 糖（冰糖）:10.0g | 料酒:10.0g | 胡椒粉:10.0g | 豆汁(生):10.0g | 大葱:10.0g | 糜子(带皮):10.0g | 蛇瓜[蛇豆，大豆角]:10.0g | 生抽:10.0g | 猪心:10.0g,627.9,6.39,2.15,26.5,0.0,2.5,40.0,681.96
韩国炸酱面酱,3,80.0,酱鸭:10.0g | 玉米油:10.0g | 糖（绵白糖）:60.0g,1488.6,1.95,11.76,60.02,0.0,0.0,5.1,99.47
清蒸非洲鲫鱼,6,550.0,料酒:10.0g | 盐水鸭(熟):10.0g | 油饼:10.0g | 大葱:10.0g | 姜[黄姜](鲜):10.0g | 油条:500.0g,8466.9,37.28,92.99,261.2,0.0,2.1,42.6,3167.97
百香果夹心饼干,12,991.0,猪肉(奶脯)[软五花，猪夹心]:10.0g | 黄油:70.0g | 蛋黄（鸡蛋黄）:50.0g | 糖（白砂糖）:100.0g | 百里香(鲜):250.0g | 油饼:10.0g | 黄油:180.0g | 柠檬:30.0g | 小麦粉(标准粉):30.0g | 盐水鸭(熟):1.0g | 精盐:10.0g | 藕粉:250.0g,17008.56,17.02,265.99,405.31,0.0,6.6,775.5,4255.45
撒撇,9,229.0,柠檬:200.0g | 香菜[芫荽](鲜):1.0g | 韭菜:1.0g | 韭菜:1.0g | 大蒜[蒜头](鲜):2.0g | 小米:10.0g | 芝麻籽(白):2.0g | 味精:2.0g | 牛肉干:10.0g,777.78,8.99,7.52,21.97,0.0,45.1,227.43,208.75
橄榄油香葱饼干,6,197.0,藕粉:100.0g | 油（橄榄油):20.0g | 杏干:15.0g | 水面筋:45.0g | 盐水鸭(熟):2.0g | 饼干(苏打夹心):15.0g,3134.02,12.65,23.5,121.56,0.78,0.0,68.35,113.92
紫苏干煸小泥鳅,4,40.0,"辣椒(红，尖，干):10.0g | 芝麻籽(白):10.0g | 花椒:10.0g | 葱(小葱,鲜):10.0g",487.3,4.17,6.09,15.56,0.0,2.1,134.3,9.4
水煮鱼肉片,5,506.0,料酒:1.0g | 水面筋:500.0g | 大葱:1.0g | 盐水鸭(熟):2.0g | 三明治(夹鱼肉片):2.0g,3070.38,118.07,1.31,62.14,0.0,0.21,381.69,116.68
糕粑,5,422.0,糯米[江米](均值):150.0g | 籼米粉[排米粉]:100.0g | 糖（绵白糖）:10.0g | 水面筋:160.0g | 糖（红糖）:2.0g,4907.28,55.97,1.76,230.45,0.0,0.0,170.34,43.12
天津油酥烧饼,10,626.0,小麦粉(标准粉):150.0g | 酵母(鲜):2.0g | 水面筋:80.0g | 小麦粉(标准粉):150.0g | 水面筋:70.0g | 板油酥饼:10.0g | 小麦粉(标准粉):100.0g | 油饼:60.0g | 盐水鸭(熟):2.0g | 花椒:2.0g,8040.84,86.07,22.08,345.09,0.0,0.0,280.16,443.17
奥尔良风味鸭丁盖浇饭,6,199.0,猪肉(腿):50.0g | 米饭(蒸)(均值):10.0g | 青豆[青大豆](干):45.0g | 香菇(干)[香蕈，冬菇]:4.0g | 生抽:15.0g | 茶汤:75.0g,1549.66,27.38,13.77,37.51,0.0,0.2,112.17,1008.41
驴肉丸子,5,50.0,驴肉(瘦):10.0g | 大葱:10.0g | 姜[黄姜](鲜):10.0g | 盐水鸭(熟):10.0g | 青萝卜:10.0g,225.9,4.24,3.04,2.68,0.0,3.5,10.8,169.4
熬制白色大骨汤,2,55.0,玉兰片:45.0g | 水面筋:10.0g,183.7,3.52,0.19,9.6,0.0,0.45,26.5,2.35
菠菜天然酵种面包,4,810.0,藕粉:420.0g | 韭菜:100.0g | 水面筋:280.0g | 盐水鸭(熟):10.0g,8594.6,70.7,3.29,429.92,0.0,24.0,289.4,251.21
滋补元气汤,5,75.0,玉米片:10.0g | 莲子(干):15.0g | 芡实米(鲜)[鸡头米]:20.0g | 山药[薯蓣，大薯](鲜):20.0g | 枸杞菜[枸杞，地骨](鲜):10.0g,571.4,5.1,0.57,27.91,0.35,10.95,23.85,79.97
炒薏米冬瓜皮茶,2,90.0,薏米[薏仁米，苡米]:20.0g | 冬瓜:70.0g,342.4,2.84,0.8,16.04,0.0,12.6,21.7,1.98
当归红糖煮鸡蛋,2,60.0,蛋（鸡蛋，均值):50.0g | 奶糖:10.0g,471.8,6.9,5.06,9.85,0.0,0.0,33.0,88.0
板栗烧香菇,8,16.0,香菇[香蕈，冬菇](鲜):2.0g | 栗子(鲜)[板栗]:2.0g | 细香葱[香葱，四季葱]:2.0g | 油面筋:2.0g | 烧饼(加糖):2.0g | 油饼:2.0g | 藕粉:2.0g | 盐水鸭(熟):2.0g,179.36,1.37,1.55,5.92,0.0,0.78,4.34,44.96
炖斑鸠汤,5,57.0,酒枣:10.0g | 奶片:20.0g | 竹荪(干)[竹笙、竹参]:5.0g | 枸杞子:20.0g | 盐水鸭(熟):2.0g,782.27,6.82,5.04,31.32,0.0,10.6,74.4,120.09
香草碎,8,445.0,口蘑(白蘑):300.0g | 大葱:2.0g | 大蒜[蒜头](鲜):5.0g | 白葡萄酒:40.0g | 盐水鸭(熟):3.0g | 香肠:10.0g | 黄油:40.0g | 油（橄榄油):45.0g,6953.91,119.87,98.92,101.32,0.0,0.69,532.43,311.08
蒜蓉蒸胜瓜,1,10.0,白瓜:10.0g,5.9,0.09,0.0,0.26,0.0,1.6,0.6,0.1
紫苏炒土鸡蛋,4,40.0,鸡蛋(白皮):10.0g | 紫红糯米[血糯米]:10.0g | 油（橄榄油):10.0g | 盐水鸭(熟):10.0g,703.6,3.76,13.67,7.95,0.0,0.0,7.1,165.62
蒜切片,4,253.0,油（橄榄油):200.0g | 大蒜[蒜头](鲜):10.0g | 莜麦面:40.0g | 牛至:3.0g,8093.27,5.33,202.7,30.61,0.0,1.99,21.24,3.33
鹌鹑蛋酒槽,3,1602.0,鹌鹑:1200.0g | 江米酒:400.0g | 糖（冰糖）:2.0g,6509.76,248.8,37.2,52.79,0.0,0.0,640.46,584.85
白果虾仁,3,1105.0,虾虎:600.0g | 西兰花[绿菜花]:500.0g | 鲍鱼(干):5.0g,2875.0,92.8,13.48,50.98,0.0,255.0,474.15,1029.41
荸荠炒腰花,8,746.0,荸荠[马蹄，地栗](鲜):700.0g | 葫子:10.0g | 盐水鸭(熟):2.0g | 料酒:10.0g | 油饼:10.0g | 酱油(均值):2.0g | 水面筋:2.0g | 玉米淀粉:10.0g,2184.38,10.32,4.24,113.32,0.0,51.9,43.74,341.49
猪肚胡椒汤,2,300.0,猪肚:50.0g | 白瓜:250.0g,377.0,9.85,2.55,6.85,0.0,40.0,20.5,40.05
冰糖银耳莲子白梨羹,6,60.0,梨(京白梨):10.0g | 糖（冰糖）:10.0g | 银耳(干)[白木耳]:10.0g | 莲子(干):10.0g | 桂圆:10.0g | 枸杞菜[枸杞，地骨](鲜):10.0g,500.5,3.42,0.51,26.86,0.0,10.9,20.5,12.43
熟红豆,3,242.0,红豆沙:200.0g | 烧饼(加糖):40.0g | 水面筋:2.0g,2586.48,12.67,1.04,139.53,0.0,0.0,59.92,77.9
菇香酱油炒饭,16,228.0,香大米:6.0g | 香大米:150.0g | 小米:6.0g | 芝麻籽(白):3.0g | 蒜苗:3.0g | 鸡蛋(白皮):2.0g | 花豆(干，红):10.0g | 豆腐丝:6.0g | 生抽:10.0g | 老抽:5.0g | 料酒:5.0g | 精盐:1.0g | 奶糖:5.0g | 胡椒粉:3.0g | 鸡精:3.0g | 花生油:10.0g,3228.92,26.04,14.23,134.0,0.02,1.05,59.28,2007.45
奥利奥芒果冰激淋,7,1407.0,油饼:430.0g | 杏干:12.0g | 芒果[抹猛果，望果]:100.0g | 牛奶(草莓味，卡夫牌):430.0g | 蛋黄（鸡蛋黄）:200.0g | 糖（绵白糖）:230.0g | 香肠:5.0g,15684.2,78.34,170.05,479.72,0.0,23.0,789.34,2820.95
微波炉烤全鸡,10,586.0,海鲜味方便面(含调味料):10.0g | 小米:500.0g | 海鲜味方便面(含调味料):10.0g | 姜[黄姜](鲜):20.0g | 料酒:10.0g | 生抽:15.0g | 老抽:8.0g | 盐水鸭(熟):1.0g | 香肠:2.0g | 油饼:10.0g,8349.93,50.16,22.86,395.98,0.0,0.8,223.34,1757.59
白果小米粥,4,40.0,核桃(鲜):10.0g | 白果(干)[银杏]:10.0g | 小米:10.0g | 糖（冰糖）:10.0g,611.4,3.5,3.43,25.31,0.0,1.0,11.8,2.45
百利甜水果沙冰,7,267.0,黑醋栗[黑加仑]:2.0g | 酒枣:10.0g | 水面筋:200.0g | 糖（白砂糖）:20.0g | 小米:15.0g | 沙果:10.0g | 葡萄干:10.0g,2021.14,48.83,0.74,69.84,0.0,4.42,176.45,32.97
金盏花茶,2,25.0,花卷:15.0g | 蜂蜜:10.0g,272.4,1.0,0.34,14.4,0.0,0.3,3.25,14.28
徐州把子肉,8,72.0,猪肉(奶面)[硬五花]:10.0g | 辣椒(红，尖，干):2.0g | 料酒:10.0g | 鹌鹑:10.0g | 韭菜:10.0g | 油菜:10.0g | 奶片:10.0g | 豆腐丝:10.0g,516.9,7.61,6.77,8.68,0.0,6.5,69.34,63.54
台湾烧仙草,1,230.0,葡萄干:230.0g,3360.3,5.75,0.92,191.82,0.0,11.5,119.6,43.93
炖排骨家常,6,602.0,"酱排骨:10.0g | 芸豆(干，白):500.0g | 葱(小葱,鲜):2.0g | 黄豆酱油:30.0g | 油面筋:30.0g | 料酒:30.0g",7493.56,128.89,17.27,300.44,0.0,0.42,22.84,1882.55
水煮羊排,6,1553.0,"羊肚菌[干狼肚](干):1500.0g | 玉兰片:30.0g | 大葱:1.0g | 葱(小葱,鲜):5.0g | 盐水鸭(熟):2.0g | 料酒:15.0g",20320.91,404.75,107.17,661.45,0.0,46.52,1323.79,576.79
紫菜肉松蛋卷,4,40.0,蛋（鸡蛋，均值):10.0g | 红菜薹[紫菜薹]:10.0g | 猪肉松(均值):10.0g | 黄瓜[胡瓜](鲜):10.0g,251.3,4.04,2.3,5.81,0.0,6.6,14.7,60.69
紫菜虾皮粥,6,20.0,香大米:2.0g | 韭菜:10.0g | 虾皮:2.0g | 红萝卜:2.0g | 香菇[香蕈，冬菇](鲜):2.0g | 盐水鸭(熟):2.0g,84.42,1.5,0.63,2.21,0.0,2.48,24.64,134.83
紫薯夏洛蒂,16,1615.0,藕粉:1.0g | 蛋黄（鸡蛋黄）:200.0g | 鸡蛋白:200.0g | 烧饼(加糖):15.0g | 玉米油:1.0g | 牛奶(草莓味，卡夫牌):1.0g | 烧饼(加糖):1.0g | 白醋:10.0g | 油饼:300.0g | 油饼:100.0g | 牛奶(草莓味，卡夫牌):750.0g | 小米:2.0g | 烧饼(加糖):1.0g | 烧饼(加糖):30.0g | 素鸡:1.0g | 葫子:2.0g,13146.14,109.61,172.96,292.04,0.0,0.58,1043.43,2827.07
红烧咕噜肉,9,83.0,鸡蛋白:10.0g | 豆腐丝:10.0g | 细香葱[香葱，四季葱]:1.0g | 香肠:22.5g | 黄豆酱油:15.0g | 油（胡麻油):7.5g | 盐水鸭(熟):1.0g | 味精:1.0g | 料酒:15.0g,913.37,10.13,18.01,4.44,0.0,0.14,32.16,1522.26
成都王妈手撕烤兔,4,538.0,玉兰片:80.0g | 兔肉:50.0g | 盐水鸭(熟):8.0g | 小米:400.0g,6658.88,49.26,15.91,315.95,0.0,0.8,204.4,165.87
白菜豆腐水煎包,2,210.0,藕粉:200.0g | 豆腐丝:10.0g,3253.0,2.55,1.05,186.62,0.0,0.0,36.4,23.66
葱油藕片,3,6.0,"节瓜[毛瓜]:2.0g | 生抽:2.0g | 葱(小葱,鲜):2.0g",5.18,0.14,0.01,0.17,0.0,1.2,1.84,127.91
红枣桂圆炖蛋,6,77.0,酒枣:1.0g | 蛋（鸡蛋，均值):50.0g | 糖（红糖）:10.0g | 蛋清肠:1.0g | 枸杞菜[枸杞，地骨](鲜):10.0g | 桂圆:5.0g,517.69,7.48,4.75,12.75,0.0,7.95,48.61,82.19
青菜咸肉炒饭,6,524.0,什锦炒饭:400.0g | 红萝卜:10.0g | 韭菜:10.0g | 咸肉:100.0g | 猪油(炼):2.0g | 藕粉:2.0g,4855.76,36.84,60.44,121.58,8.0,20.7,107.46,1082.9
冰糖银耳奇异果,3,54.0,银耳(干)[白木耳]:2.0g | 沙果:50.0g | 糖（冰糖）:2.0g,203.1,0.4,0.08,12.23,0.0,1.5,3.68,2.75
通草猪蹄汤,8,94.0,猪蹄:50.0g | 枸杞菜[枸杞，地骨](鲜):8.0g | 酒枣:8.0g | 玉兰片:20.0g | 盐水鸭(熟):2.0g | 通心面[通心粉]:2.0g | 黄豆[大豆]:2.0g | 细香葱[香葱，四季葱]:2.0g,752.8,13.72,10.43,9.34,0.0,5.12,39.16,85.22
柱候酱牛肉,18,1290.0,牛肉(肥瘦)(均值):1000.0g | 黄酱[大酱]:20.0g | 酱鸭:20.0g | 生抽:15.0g | 老抽:10.0g | 料酒:50.0g | 糖（绵白糖）:3.0g | 糖（冰糖）:20.0g | 甘薯片[白薯干]:20.0g | 大葱:2.0g | 姜[黄姜](鲜):2.0g | 大蒜[蒜头](鲜):2.0g | 花椒:1.0g | 豆角:100.0g | 虾皮:1.0g | 奶片:20.0g | 虾皮:3.0g | 茴香[小茴香](鲜):1.0g,6967.61,214.43,50.57,87.08,0.0,21.62,418.35,3793.88
营养高钙面条,3,30.0,小麦粉(标准粉):10.0g | 胡萝卜(红)[金笋，丁香萝卜]:10.0g | 虾皮:10.0g,228.8,4.29,0.39,8.49,0.0,1.3,105.4,513.22
避风糖炒蟹,7,70.0,猪肉(肋条肉):10.0g | 红豆沙:10.0g | 盐水鸭(熟):10.0g | 烧饼(加糖):10.0g | 鲮鱼(豆豉，熟):10.0g | 料酒:10.0g | 姜[黄姜](鲜):10.0g,809.6,6.55,12.1,15.08,0.0,0.4,30.6,330.29
